Date,Day,Future,Expiry.Day,Start.Time,End.Time,Target,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Price,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Price,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Price,UT.SL.Flag,UT.SL.Time,BPL,TT PL at SL,UT PL at SL,UT PL,Total PNL
2024-01-05,Friday,21753.95,FALSE,13:57:00,15:25:00,120.0,21700CE,116.0,144.0,82.2,119.4,168.2,False,,-4.56,21700PE,115.05,160.0,82.0,94.0,166.8225,False,,19.9,,,,,,,False,,15.34,0.0,0.0,0.0,15.34
2024-01-12,Friday,21942.5,FALSE,13:57:00,15:25:00,130.0,21950CE,125.25,154.35,95.0,125.0,181.61249999999998,False,,-1.0,21950PE,148.25,166.6,123.1,127.25,214.9625,False,,19.52,,,,,,,False,,18.52,0.0,0.0,0.0,18.52
2024-01-19,Friday,21656.3,FALSE,13:57:00,15:25:00,150.0,21650CE,150.35,171.1,136.25,160.1,218.0075,False,,-11.25,21650PE,142.5,163.6,117.3,130.95,206.625,False,,10.12,,,,,,,False,,-1.1300000000000008,0.0,0.0,0.0,-1.1300000000000008
2024-02-02,Friday,21982.7,FALSE,13:57:00,15:25:00,170.0,21900CE,170.3,191.25,136.0,137.5,246.935,False,,31.1,21900PE,149.25,177.6,125.2,165.65,216.4125,False,,-17.89,,,,,,,False,,13.21,0.0,0.0,0.0,13.21
2024-02-09,Friday,21810.45,FALSE,13:57:00,15:25:00,170.0,21750CE,168.7,190.55,160.95,170.9,244.61499999999998,False,,-3.89,21750PE,154.8,161.75,123.85,133.45,224.46,False,,19.8,,,,,,,False,,15.91,0.0,0.0,0.0,15.91
2024-02-16,Friday,22112.15,FALSE,13:57:00,15:25:00,160.0,22050CE,163.8,174.7,139.8,146.3,237.51000000000002,False,,15.86,22050PE,151.1,160.8,130.0,158.35,219.095,False,,-8.76,,,,,,,False,,7.1,0.0,0.0,0.0,7.1
2024-02-23,Friday,22260.3,FALSE,13:57:00,15:25:00,160.0,22250CE,157.0,164.9,126.25,127.75,227.65,False,,27.68,22250PE,147.3,167.0,134.45,162.8,213.585,False,,-16.97,,,,,,,False,,10.71,0.0,0.0,0.0,10.71
2024-03-01,Friday,22421.4,FALSE,13:57:00,15:25:00,160.0,22350CE,163.3,173.3,154.6,155.55,236.785,False,,6.12,22350PE,167.25,171.9,145.8,155.3,242.5125,False,,10.28,,,,,,,False,,16.4,0.0,0.0,0.0,16.4
2024-03-15,Friday,22116.4,FALSE,13:57:00,15:25:00,150.0,22050CE,151.05,165.45,123.35,153.2,219.0225,False,,-3.66,22050PE,147.25,171.45,117.0,125.45,213.5125,False,,20.33,,,,,,,False,,16.669999999999998,0.0,0.0,0.0,16.669999999999998
2024-04-19,Friday,22119.7,FALSE,13:57:00,15:25:00,180.0,22100CE,178.05,200.65,156.65,164.1,258.1725,False,,12.17,22100PE,159.6,177.4,127.5,145.0,231.42,False,,13.0,,,,,,,False,,25.17,0.0,0.0,0.0,25.17
