Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-03,Wednesday,FALSE,10:20:00,15:25:00,71457.07,"('72400CE', '70500PE')",79.9,76.8,156.7,,140.0,,,,,,79.19125,0.0,79.19125
2024-01-10,Wednesday,FALSE,10:20:00,15:25:00,71475.69,"('72300CE', '70400PE')",73.7,69.4,143.10000000000002,,140.0,,,,,,41.11125000000002,0.0,41.11125000000002
2024-01-17,Wednesday,FALSE,10:20:00,15:25:00,72264.85,"('73300CE', '71200PE')",74.3,79.85,154.14999999999998,2024-01-17 10:43:00,140.0,72700CE,163.15,179.55,67.05,73.3,-17.341874999999998,87.810625,70.46875
2024-01-23,Tuesday,FALSE,10:20:00,15:25:00,71728.86,"('72700CE', '70700PE')",79.35,76.85,156.2,2024-01-23 10:25:00,140.0,72200CE,157.45,162.1,35.7,42.4,-17.572499999999998,113.08187499999998,95.50937499999998
2024-01-31,Wednesday,FALSE,10:20:00,15:25:00,71412.81,"('73600CE', '69400PE')",79.5,77.5,157.0,2024-01-31 11:32:00,140.0,70400PE,146.3,176.9,128.1,163.65,-17.6625,-19.178749999999994,-36.841249999999995
2024-02-07,Wednesday,FALSE,10:20:00,15:25:00,72400.18,"('73700CE', '70800PE')",76.8,74.2,151.0,,140.0,,,,,,53.91250000000001,0.0,53.91250000000001
2024-02-14,Wednesday,FALSE,10:20:00,15:25:00,71114.64,"('72200CE', '69900PE')",81.9,83.95,165.85000000000002,2024-02-14 12:30:00,140.0,70400PE,140.25,146.0,47.4,47.45,-18.658125000000005,91.046875,72.38874999999999
2024-02-21,Wednesday,FALSE,10:20:00,15:25:00,73061.34,"('74000CE', '71800PE')",84.45,88.2,172.65,2024-02-21 14:40:00,140.0,73200CE,149.75,176.05,121.95,127.25,-19.423125,20.628125,1.2050000000000018
2024-02-28,Wednesday,FALSE,10:20:00,15:25:00,73165.29,"('74200CE', '71900PE')",76.45,79.9,156.35000000000002,2024-02-28 10:51:00,140.0,73700CE,151.25,152.7,53.4,58.1,-17.589375000000004,91.259375,73.67
2024-03-05,Tuesday,FALSE,10:20:00,15:25:00,73466.89,"('74400CE', '72300PE')",86.05,85.85,171.89999999999998,2024-03-05 13:00:00,140.0,73300PE,154.45,221.4,144.8,190.0,-19.338749999999997,-48.26562499999999,-67.60437499999999
2024-03-13,Wednesday,FALSE,10:20:00,15:25:00,73720.54,"('74800CE', '72500PE')",72.9,72.3,145.2,2024-03-13 11:23:00,140.0,74200CE,157.35,159.95,31.8,34.95,-16.335,120.43312499999999,104.09812499999998
2024-03-20,Wednesday,FALSE,10:20:00,15:25:00,71885.68,"('73000CE', '70900PE')",86.45,79.55,166.0,,140.0,,,,,,28.925,0.0,28.925
2024-03-26,Tuesday,FALSE,10:20:00,15:25:00,72526.48,"('73600CE', '71600PE')",74.15,76.0,150.15,,140.0,,,,,,53.573125000000005,0.0,53.573125000000005
2024-04-03,Wednesday,FALSE,10:20:00,15:25:00,73894.24,"('74700CE', '73000PE')",78.35,75.5,153.85,2024-04-03 12:46:00,140.0,73600PE,146.5,192.95,132.5,181.55,-17.308125,-45.78124999999999,-63.08937499999999
2024-04-09,Tuesday,FALSE,10:20:00,15:25:00,75012.33,"('75700CE', '74100PE')",93.6,97.4,191.0,,150.0,,,,,,25.712500000000023,0.0,25.712500000000023
2024-04-16,Tuesday,FALSE,10:20:00,15:25:00,73007.86,"('74000CE', '71800PE')",77.9,79.35,157.25,,140.0,,,,,,11.134374999999995,0.0,11.134374999999995
2024-04-24,Wednesday,FALSE,10:20:00,15:25:00,74033.94,"('74700CE', '73200PE')",87.0,91.7,178.7,,140.0,,,,,,27.866249999999994,0.0,27.866249999999994
2024-04-30,Tuesday,FALSE,10:20:00,15:25:00,74973.94,"('76100CE', '73700PE')",73.15,77.85,151.0,,140.0,,,,,,18.712499999999995,0.0,18.712499999999995
2024-05-08,Wednesday,FALSE,10:20:00,15:25:00,73316.5,"('74500CE', '72300PE')",86.7,88.0,174.7,,140.0,,,,,,73.46624999999999,0.0,73.46624999999999
2024-05-15,Wednesday,FALSE,10:20:00,15:25:00,72945.18,"('74000CE', '71800PE')",79.25,79.55,158.8,,140.0,,,,,,43.415000000000006,0.0,43.415000000000006
2024-05-22,Wednesday,FALSE,10:20:00,15:25:00,74050.75,"('75100CE', '72900PE')",75.35,80.9,156.25,,140.0,,,,,,49.646874999999994,0.0,49.646874999999994
2024-05-29,Wednesday,FALSE,10:20:00,15:25:00,74719.13,"('76000CE', '73700PE')",76.4,81.0,157.4,2024-05-29 10:22:00,140.0,75600CE,142.05,186.55,102.35,114.3,-17.707500000000003,-44.390625,-62.098125
2024-06-05,Wednesday,FALSE,10:20:00,15:25:00,72356.51,"('74600CE', '69000PE')",81.8,86.65,168.45,2024-06-05 10:21:00,140.0,74200CE,147.5,880.0,138.75,662.5,-18.950625,-46.09375,-65.044375
2024-06-12,Wednesday,FALSE,10:20:00,15:25:00,76862.04,"('78000CE', '75600PE')",82.0,83.2,165.2,,150.0,,,,,,10.435,0.0,10.435
2024-06-19,Wednesday,FALSE,10:20:00,15:25:00,77324.26,"('78200CE', '76300PE')",82.25,84.55,166.8,2024-06-19 10:23:00,150.0,77800CE,153.2,426.45,97.45,155.0,-18.765000000000004,-47.87499999999999,-66.64
2024-06-26,Wednesday,FALSE,10:20:00,15:25:00,78139.88,"('79100CE', '76900PE')",87.85,82.2,170.05,2024-06-26 10:57:00,150.0,77500PE,162.9,165.55,82.5,89.6,-19.130625000000002,71.26375000000002,52.133125000000014
2024-07-03,Wednesday,FALSE,10:20:00,15:25:00,79917.46,"('80900CE', '78700PE')",79.1,77.75,156.85,,150.0,,,,,,25.189375000000005,0.0,25.189375000000005
2024-07-10,Wednesday,FALSE,10:20:00,15:25:00,79917.16,"('80800CE', '79100PE')",89.55,83.1,172.64999999999998,2024-07-10 10:22:00,150.0,80400CE,168.75,176.95,99.6,155.95,-19.423124999999995,10.690625000000011,-8.732499999999984
2024-07-16,Tuesday,FALSE,10:20:00,15:25:00,80837.89,"('81800CE', '79600PE')",83.6,79.6,163.2,,160.0,,,,,,48.759999999999984,0.0,48.759999999999984
2024-07-24,Wednesday,FALSE,10:20:00,15:25:00,80332.49,"('81400CE', '79300PE')",90.8,90.0,180.8,2024-07-24 10:28:00,160.0,80900CE,169.85,230.0,84.95,101.2,-20.340000000000003,-53.078125,-73.418125
