Date,Day,Expiry.Day,Time,ST0,ST0.O,ST0.SL.Trigg,ST0.SL.Time,ST0.PL,Total PNL
2024-01-05,Friday,TRUE,09:32:00,"('72100CE', '72100PE')",217.3,False,,140.78375,140.78375
2024-01-12,Friday,TRUE,09:32:00,"('72000CE', '72000PE')",228.2,True,11:00:00,-245.8525,-245.8525
2024-01-19,Friday,TRUE,09:32:00,"('71800CE', '71800PE')",342.65,False,,222.66687499999998,222.66687499999998
2024-01-25,Thursday,TRUE,09:32:00,"('71000CE', '70800PE')",329.05,False,,214.036875,214.036875
2024-02-02,Friday,TRUE,09:32:00,"('72600CE', '72600PE')",335.55,True,11:40:00,-411.094375,-411.094375
2024-02-09,Friday,TRUE,09:32:00,"('71800CE', '71300PE')",282.8,False,,279.115,279.115
2024-02-16,Friday,TRUE,09:32:00,"('72500CE', '72000PE')",280.55,False,,276.89312500000005,276.89312500000005
2024-02-23,Friday,TRUE,09:32:00,"('73300CE', '73200PE')",332.25,False,,270.746875,270.746875
2024-03-01,Friday,TRUE,09:32:00,"('73100CE', '72700PE')",322.55,True,11:38:00,-327.481875,-327.481875
2024-03-07,Thursday,TRUE,09:32:00,"('74100CE', '74000PE')",296.75,False,,273.540625,273.540625
2024-03-15,Friday,TRUE,09:32:00,"('73000CE', '72900PE')",323.35,False,,61.708125,61.708125
2024-03-22,Friday,TRUE,09:32:00,"('72500CE', '72200PE')",303.15,True,14:46:00,-356.2893750000001,-356.2893750000001
2024-03-28,Thursday,TRUE,09:32:00,"('73400CE', '73400PE')",310.65,True,12:36:00,-336.33312499999994,-336.33312499999994
2024-04-05,Friday,TRUE,09:32:00,"('74200CE', '74000PE')",345.85,False,,292.276875,292.276875
2024-04-12,Friday,TRUE,09:32:00,"('74800CE', '74800PE')",323.4,True,12:16:00,-731.6925,-731.6925
2024-04-19,Friday,TRUE,09:32:00,"('72300CE', '71600PE')",323.65,True,13:52:00,-366.645625,-366.645625
2024-04-26,Friday,TRUE,09:32:00,"('74400CE', '74200PE')",302.75,False,,-173.534375,-173.534375
2024-05-03,Friday,TRUE,09:32:00,"('75100CE', '74900PE')",344.2,True,10:40:00,-398.05249999999995,-398.05249999999995
2024-05-10,Friday,TRUE,09:32:00,"('72800CE', '72600PE')",325.95,False,,321.775625,321.775625
2024-05-17,Friday,TRUE,09:32:00,"('73500CE', '73300PE')",348.05,False,,-72.350625,-72.350625
2024-05-24,Friday,TRUE,09:32:00,"('75500CE', '75500PE')",397.04999999999995,False,,300.886875,300.886875
2024-05-31,Friday,TRUE,09:32:00,"('74800CE', '74300PE')",303.0,False,,-39.2875,-39.2875
2024-06-07,Friday,TRUE,09:32:00,"('75900CE', '74900PE')",331.5,True,11:47:00,-343.4437500000001,-343.4437500000001
2024-06-14,Friday,TRUE,09:32:00,"('76500CE', '76500PE')",337.20000000000005,False,,-159.665,-159.665
2024-06-21,Friday,TRUE,09:32:00,"('77700CE', '77600PE')",331.45,True,12:41:00,-373.9931250000001,-373.9931250000001
2024-06-28,Friday,TRUE,09:32:00,"('79600CE', '79400PE')",357.5,False,,-17.068750000000023,-17.068750000000023
2024-07-05,Friday,TRUE,09:32:00,"('79600CE', '79600PE')",344.04999999999995,False,,-59.150625000000076,-59.150625000000076
2024-07-12,Friday,TRUE,09:32:00,"('80200CE', '80200PE')",380.75,True,11:00:00,-400.05937500000005,-400.05937500000005
2024-07-19,Friday,TRUE,09:32:00,"('81300CE', '81100PE')",362.3,False,,-137.32875,-137.32875
2024-07-26,Friday,TRUE,09:32:00,"('80300CE', '80200PE')",342.0,True,12:42:00,-348.025,-348.025
2024-08-02,Friday,TRUE,09:32:00,"('81400CE', '81100PE')",327.5,False,,203.95625,203.95625
2024-08-09,Friday,TRUE,09:32:00,"('79900CE', '79600PE')",313.65,False,,309.579375,309.579375
2024-08-16,Friday,TRUE,09:32:00,"('80000CE', '79900PE')",339.3,True,10:30:00,-363.59124999999995,-363.59124999999995
2024-08-23,Friday,TRUE,09:32:00,"('81000CE', '81000PE')",344.4,False,,253.99499999999995,253.99499999999995
2024-08-30,Friday,TRUE,09:32:00,"('82500CE', '82300PE')",355.55,False,,350.95562500000005,350.95562500000005
2024-09-06,Friday,TRUE,09:32:00,"('82300CE', '82200PE')",408.45,True,10:07:00,-452.80562499999996,-452.80562499999996
2024-09-13,Friday,TRUE,09:32:00,"('82600CE', '82600PE')",371.05,False,,73.76187500000003,73.76187500000003
